               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.026048,            0.024029,                   0,                   1,             0.98858,             0.98763,             0.59697,            0.028459,            0.018181,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.025603,            0.022538,                   0,                   1,             0.98854,               0.988,             0.60772,            0.027753,            0.018215,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026865,            0.024619,                   0,             0.99962,              0.9798,             0.98763,             0.62664,            0.026666,            0.018028,                   0,            0.001585,            0.001585,            0.001585
                 172,             0.02593,            0.023315,                   0,                   1,              0.9885,             0.98706,             0.62967,            0.027134,            0.018349,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.025594,            0.022216,                   0,                   1,             0.98922,             0.98707,             0.57253,            0.029625,            0.018475,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.026188,            0.022754,                   0,                   1,              0.9899,             0.98712,             0.58845,            0.029535,            0.018314,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025986,            0.023179,                   0,             0.99965,              0.9899,              0.9876,             0.57981,            0.029629,            0.018375,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.025584,            0.022865,                   0,             0.99958,              0.9899,              0.9872,             0.58985,            0.028837,            0.018311,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025966,            0.024379,                   0,             0.99975,              0.9899,             0.98694,             0.60009,            0.028601,            0.018188,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.025899,            0.024156,                   0,                   1,             0.98972,             0.98707,             0.61616,            0.027219,             0.01799,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.027014,              0.0251,                   0,             0.99829,              0.9798,             0.98655,             0.64937,            0.025252,            0.017647,                   0,            0.001189,            0.001189,            0.001189
                 180,             0.02601,            0.024062,                   0,             0.98988,             0.98776,             0.98628,             0.62845,            0.026166,            0.017815,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025495,            0.023382,                   0,             0.99791,              0.9798,             0.98628,             0.65702,            0.024774,            0.017467,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.025963,             0.02365,                   0,              0.9983,              0.9798,             0.98631,             0.63223,            0.025708,            0.017513,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025305,            0.023878,                   0,             0.99853,              0.9798,             0.98643,             0.61445,            0.026689,            0.017765,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.025591,            0.022684,                   0,             0.99879,              0.9798,             0.98647,             0.63938,            0.025702,            0.017612,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025589,            0.023386,                   0,                   1,              0.9871,              0.9867,             0.62214,            0.026253,            0.017723,                   0,            0.000892,            0.000892,            0.000892
                 186,             0.02631,            0.025116,                   0,              0.9993,              0.9798,             0.98658,             0.62905,            0.026253,            0.017738,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.025789,             0.02409,                   0,             0.99895,              0.9798,             0.98649,             0.63429,            0.026117,            0.017754,                   0,            0.000793,            0.000793,            0.000793
                 188,             0.02549,            0.022452,                   0,             0.99893,              0.9798,             0.98647,             0.64003,            0.025611,            0.017555,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.025331,             0.02399,                   0,             0.99927,              0.9798,             0.98747,             0.63661,            0.025696,            0.017559,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.025472,             0.02385,                   0,              0.9882,              0.9899,             0.98685,             0.62214,            0.026654,            0.017788,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.026142,             0.02572,                   0,                   1,             0.98823,             0.98703,             0.63226,            0.026101,            0.017578,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.02551,            0.023181,                   0,                   1,             0.98906,             0.98704,             0.59519,            0.027659,            0.017895,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02555,            0.024189,                   0,                   1,             0.98931,             0.98733,             0.63582,            0.026126,            0.017616,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.024739,            0.023923,                   0,                   1,             0.98894,             0.98724,             0.64467,            0.025555,            0.017544,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025458,            0.023687,                   0,             0.99888,              0.9798,             0.98686,             0.64436,            0.025582,            0.017677,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.025833,             0.02353,                   0,             0.99878,              0.9798,             0.98691,             0.63103,            0.025835,            0.017704,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.025468,            0.023376,                   0,             0.99872,              0.9798,             0.98687,             0.63214,            0.025948,            0.017666,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.025445,            0.022949,                   0,             0.99873,              0.9798,             0.98697,             0.63131,            0.026002,            0.017616,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.025301,              0.0244,                   0,             0.99879,              0.9798,             0.98689,             0.63838,            0.025899,            0.017609,                   0,            0.000199,            0.000199,            0.000199
